,Title,Date,Location,Fights,Winners,Methods,Rounds,Times
425,UFC 62: Liddell vs Sobral,"August 26, 2006","Las Vegas, Nevada, USA","['Chuck Liddell vs Renato Sobral', 'Forrest Griffin vs Stephan Bonnar', 'Nick Diaz vs Josh Neer', 'Cheick Kongo vs Christian Wellisch', 'Hermes Franca vs Jamie Varner', 'Eric Schafer vs Rob MacDonald', 'Wilson Gouveia vs Wes Combs', 'David Heath vs Cory Walmsley', 'Yushin Okami vs Alan Belcher']","['Chuck Liddell', 'Forrest Griffin', 'Nick Diaz', 'Cheick Kongo', 'Hermes Franca', 'Eric Schafer', 'Wilson Gouveia', 'David Heath', 'Yushin Okami']","['KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'SUB', 'U-DEC']","['1', '3', '3', '1', '3', '1', '1', '1', '3']","['1:35', '5:00', '1:42', '2:51', '3:31', '2:26', '3:23', '2:32', '5:00']"
426,UFC Fight Night 6,"August 17, 2006","Las Vegas, Nevada, USA","['Diego Sanchez vs Karo Parisyan', 'Chris Leben vs Jorge Santiago', 'Dean Lister vs Yuki Sasaki', 'Josh Koscheck vs Jonathan Goulet', 'Martin Kampmann vs Crafton Wallace', 'Joe Riggs vs Jason Von Flue', ""Jake O'Brien vs Kristof Midoux"", 'Forrest Petz vs Sammy Morgan', 'Anthony Torres vs Pat Healy']","['Diego Sanchez', 'Chris Leben', 'Dean Lister', 'Josh Koscheck', 'Martin Kampmann', 'Joe Riggs', ""Jake O'Brien"", 'Forrest Petz', 'Anthony Torres']","['U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'SUB']","['3', '2', '3', '1', '1', '1', '2', '3', '1']","['5:00', '0:35', '5:00', '4:10', '2:59', '2:01', '0:52', '5:00', '2:37']"
427,UFC 61: Bitter Rivals,"July 08, 2006","Las Vegas, Nevada, USA","['Tim Sylvia vs Andrei Arlovski', 'Joshua Burkman vs Josh Neer', 'Tito Ortiz vs Ken Shamrock', 'Frank Mir vs Dan Christison', 'Joe Stevenson vs Yves Edwards', 'Hermes Franca vs Joe Jordan', 'Jeff Monson vs Anthony Perosh', 'Cheick Kongo vs Gilbert Aldana', 'Drew Fickett vs Kurt Pellegrino']","['Tim Sylvia', 'Joshua Burkman', 'Tito Ortiz', 'Frank Mir', 'Joe Stevenson', 'Hermes Franca', 'Jeff Monson', 'Cheick Kongo', 'Drew Fickett']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","['5', '3', '1', '3', '2', '3', '1', '1', '3']","['5:00', '5:00', '1:18', '5:00', '5:00', '0:47', '2:42', '4:13', '1:20']"
428,UFC Fight Night 5,"June 28, 2006","Las Vegas, Nevada, USA","['Jonathan Goulet vs Luke Cummo', 'Anderson Silva vs Chris Leben', 'Rashad Evans vs Stephan Bonnar', 'Mark Hominick vs Jorge Gurgel', 'Josh Koscheck vs Dave Menne', 'Jason Lambert vs Branden Lee Hinkle', 'Jon Fitch vs Thiago Alves', 'Rob MacDonald vs Kristian Rothaermel', 'Jorge Santiago vs Justin Levens']","['Jonathan Goulet', 'Anderson Silva', 'Rashad Evans', 'Mark Hominick', 'Josh Koscheck', 'Jason Lambert', 'Jon Fitch', 'Rob MacDonald', 'Jorge Santiago']","['M-DEC', 'KO/TKO', 'M-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO']","['3', '1', '3', '3', '3', '1', '2', '1', '1']","['5:00', '0:49', '5:00', '5:00', '5:00', '5:00', '4:37', '4:01', '2:13']"
429,The Ultimate Fighter 3 Finale,"June 24, 2006","Las Vegas, Nevada, USA","['Kenny Florian vs Sam Stout', 'Michael Bisping vs Josh Haynes', 'Kendall Grove vs Ed Herman', 'Keith Jardine vs Wilson Gouveia', 'Rory Singer vs Ross Pointon', 'Kalib Starnes vs Danny Abbadi', 'Luigi Fioravanti vs Solomon Hutcherson', 'Matt Hamill vs Jesse Forbes', 'Mike Nickels vs Wes Combs']","['Kenny Florian', 'Michael Bisping', 'Kendall Grove', 'Keith Jardine', 'Rory Singer', 'Kalib Starnes', 'Luigi Fioravanti', 'Matt Hamill', 'Mike Nickels']","['SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","['1', '2', '3', '3', '1', '1', '1', '1', '1']","['1:46', '4:14', '5:00', '5:00', '0:44', '2:56', '4:15', '4:47', '3:10']"
430,UFC 60: Hughes vs Gracie,"May 27, 2006","Los Angeles, California, USA","['Matt Hughes vs Royce Gracie', 'Dean Lister vs Alessio Sakara', 'Diego Sanchez vs John Alessio', 'Brandon Vera vs Assuerio Silva', 'Mike Swick vs Joe Riggs', 'Jeremy Horn vs Chael Sonnen', 'Spencer Fisher vs Matt Wiman', 'Gabriel Gonzaga vs Fabiano Scherner', 'Melvin Guillard vs Rick Davis']","['Matt Hughes', 'Dean Lister', 'Diego Sanchez', 'Brandon Vera', 'Mike Swick', 'Jeremy Horn', 'Spencer Fisher', 'Gabriel Gonzaga', 'Melvin Guillard']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['1', '1', '3', '1', '1', '2', '2', '2', '1']","['4:39', '2:20', '5:00', '2:39', '2:19', '1:17', '1:43', '0:24', '1:37']"
431,UFC 59: Reality Check,"April 15, 2006","Anaheim, California, USA","['Tim Sylvia vs Andrei Arlovski', 'Sean Sherk vs Nick Diaz', 'Tito Ortiz vs Forrest Griffin', 'Evan Tanner vs Justin Levens', 'Jeff Monson vs Marcio Cruz', 'Karo Parisyan vs Nick Thompson', 'David Terrell vs Scott Smith', 'Jason Lambert vs Terry Martin', 'Thiago Alves vs Derrick Noble']","['Tim Sylvia', 'Sean Sherk', 'Tito Ortiz', 'Evan Tanner', 'Jeff Monson', 'Karo Parisyan', 'David Terrell', 'Jason Lambert', 'Thiago Alves']","['KO/TKO', 'U-DEC', 'S-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO']","['1', '3', '3', '1', '3', '1', '1', '2', '1']","['2:43', '5:00', '5:00', '3:14', '5:00', '4:44', '3:08', '2:37', '2:54']"
432,UFC Fight Night 4,"April 06, 2006","Las Vegas, Nevada, USA","['Stephan Bonnar vs Keith Jardine', 'Rashad Evans vs Sam Hoger', 'Josh Neer vs Joe Stevenson', 'Chris Leben vs Luigi Fioravanti', 'Luke Cummo vs Jason Von Flue', 'Jon Fitch vs Joshua Burkman', 'Dan Christison vs Brad Imes', 'Josh Koscheck vs Ansar Chalangov', 'Chael Sonnen vs Trevor Prangley']","['Stephan Bonnar', 'Rashad Evans', 'Josh Neer', 'Chris Leben', 'Luke Cummo', 'Jon Fitch', 'Dan Christison', 'Josh Koscheck', 'Chael Sonnen']","['U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC']","['3', '3', '3', '3', '3', '2', '3', '1', '3']","['5:00', '5:00', '5:00', '5:00', '5:00', '4:57', '3:37', '3:29', '5:00']"
433,UFC 58: USA vs Canada,"March 04, 2006","Las Vegas, Nevada, USA","['Rich Franklin vs David Loiseau', 'Mike Swick vs Steve Vigneault', 'Georges St-Pierre vs BJ Penn', 'Nate Marquardt vs Joe Doerksen', 'Mark Hominick vs Yves Edwards', 'Sam Stout vs Spencer Fisher', 'Jason Lambert vs Rob MacDonald', 'Tom Murphy vs Icho Larenas']","['Rich Franklin', 'Mike Swick', 'Georges St-Pierre', 'Nate Marquardt', 'Mark Hominick', 'Sam Stout', 'Jason Lambert', 'Tom Murphy']","['U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'S-DEC', 'SUB', 'KO/TKO']","['5', '1', '3', '3', '2', '3', '1', '3']","['5:00', '2:09', '5:00', '5:00', '1:52', '5:00', '1:54', '1:59']"
434,UFC 57: Liddell vs Couture 3,"February 04, 2006","Las Vegas, Nevada, USA","['Chuck Liddell vs Randy Couture', 'Brandon Vera vs Justin Eilers', 'Marcio Cruz vs Frank Mir', 'Renato Sobral vs Mike van Arsdale', 'Joe Riggs vs Nick Diaz', 'Alessio Sakara vs Elvis Sinosic', 'Paul Buentello vs Gilbert Aldana', 'Jeff Monson vs Branden Lee Hinkle', 'Keith Jardine vs Mike Whitehead']","['Chuck Liddell', 'Brandon Vera', 'Marcio Cruz', 'Renato Sobral', 'Joe Riggs', 'Alessio Sakara', 'Paul Buentello', 'Jeff Monson', 'Keith Jardine']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC']","['2', '1', '1', '1', '3', '3', '2', '1', '3']","['1:28', '1:25', '4:10', '2:21', '5:00', '5:00', '2:27', '4:35', '5:00']"
435,UFC Fight Night 3,"January 16, 2006","Las Vegas, Nevada, USA","['Tim Sylvia vs Assuerio Silva', 'Stephan Bonnar vs James Irvin', 'Joshua Burkman vs Drew Fickett', 'Chris Leben vs Jorge Rivera', 'Josh Neer vs Melvin Guillard', 'Duane Ludwig vs Jonathan Goulet', 'Spencer Fisher vs Aaron Riley', 'Jason Von Flue vs Alex Karalexis']","['Tim Sylvia', 'Stephan Bonnar', 'Joshua Burkman', 'Chris Leben', 'Josh Neer', 'Duane Ludwig', 'Spencer Fisher', 'Jason Von Flue']","['U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","['3', '1', '1', '1', '1', '1', '1', '3']","['5:00', '4:30', '1:07', '1:44', '4:20', '0:11', '5:00', '1:17']"
436,UFC 56: Full Force,"November 19, 2005","Las Vegas, Nevada, USA","['Rich Franklin vs Nate Quarry', 'Gabriel Gonzaga vs Kevin Jordan', 'Matt Hughes vs Joe Riggs', 'Georges St-Pierre vs Sean Sherk', 'Jeremy Horn vs Trevor Prangley', 'Sam Hoger vs Jeff Newton', 'Thiago Alves vs Ansar Chalangov', 'Nick Thompson vs Keith Wisniewski']","['Rich Franklin', 'Gabriel Gonzaga', 'Matt Hughes', 'Georges St-Pierre', 'Jeremy Horn', 'Sam Hoger', 'Thiago Alves', 'Nick Thompson']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC']","['1', '3', '1', '2', '3', '2', '1', '3']","['2:34', '4:39', '3:28', '2:53', '5:00', '2:05', '2:25', '5:00']"
437,The Ultimate Fighter 2 Finale,"November 05, 2005","Las Vegas, Nevada, USA","['Diego Sanchez vs Nick Diaz', 'Rashad Evans vs Brad Imes', 'Joe Stevenson vs Luke Cummo', 'Kenny Florian vs Kit Cope', 'Joshua Burkman vs Sammy Morgan', 'Melvin Guillard vs Marcus Davis', 'Keith Jardine vs Kerry Schall']","['Diego Sanchez', 'Rashad Evans', 'Joe Stevenson', 'Kenny Florian', 'Joshua Burkman', 'Melvin Guillard', 'Keith Jardine']","['U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['3', '3', '3', '2', '1', '2', '2']","['5:00', '5:00', '5:00', '0:37', '0:21', '2:55', '3:28']"
438,UFC 55: Fury,"October 07, 2005","Uncasville, Connecticut, USA","['Andrei Arlovski vs Paul Buentello', 'Branden Lee Hinkle vs Sean Gannon', 'Forrest Griffin vs Elvis Sinosic', 'Renato Sobral vs Chael Sonnen', 'Joe Riggs vs Chris Lytle', 'Jorge Rivera vs Dennis Hallman', 'Marcio Cruz vs Keigo Kunihara', 'Alessio Sakara vs Ron Faircloth']","['Andrei Arlovski', 'Branden Lee Hinkle', 'Forrest Griffin', 'Renato Sobral', 'Joe Riggs', 'Jorge Rivera', 'Marcio Cruz', 'Alessio Sakara']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'CNC']","['1', '1', '1', '2', '2', '3', '2', '2']","['0:15', '4:14', '3:30', '1:20', '2:00', '5:00', '1:02', '0:10']"
439,UFC Fight Night 2,"October 03, 2005","Las Vegas, Nevada, USA","['David Loiseau vs Evan Tanner', 'Chris Leben vs Edwin DeWees', 'Brandon Vera vs Fabiano Scherner', 'Drew Fickett vs Josh Koscheck', 'Spencer Fisher vs Thiago Alves', 'Jon Fitch vs Brock Larson', 'Jonathan Goulet vs Jay Hieron']","['David Loiseau', 'Chris Leben', 'Brandon Vera', 'Drew Fickett', 'Spencer Fisher', 'Jon Fitch', 'Jonathan Goulet']","['KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'KO/TKO']","['2', '1', '2', '3', '2', '3', '3']","['4:15', '3:26', '3:22', '4:28', '4:43', '5:00', '1:05']"
440,UFC 54: Boiling Point,"August 20, 2005","Las Vegas, Nevada, USA","['Chuck Liddell vs Jeremy Horn', 'Tim Sylvia vs Tra Telligman', 'Randy Couture vs Mike van Arsdale', 'Diego Sanchez vs Brian Gassaway', 'Georges St-Pierre vs Frank Trigg', 'Matt Lindland vs Joe Doerksen', 'Trevor Prangley vs Travis Lutter', 'James Irvin vs Terry Martin']","['Chuck Liddell', 'Tim Sylvia', 'Randy Couture', 'Diego Sanchez', 'Georges St-Pierre', 'Matt Lindland', 'Trevor Prangley', 'James Irvin']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO']","['4', '1', '3', '2', '1', '3', '3', '2']","['2:46', '4:59', '0:52', '1:56', '4:09', '5:00', '5:00', '0:09']"
441,UFC Fight Night 1,"August 06, 2005","Las Vegas, Nevada, USA","['Nate Marquardt vs Ivan Salaverry', 'Chris Leben vs Patrick Cote', 'Stephan Bonnar vs Sam Hoger', 'Nate Quarry vs Pete Sell', 'Josh Koscheck vs Pete Spratt', 'Mike Swick vs Gideon Ray', 'Kenny Florian vs Alex Karalexis', 'Drew Fickett vs Josh Neer']","['Nate Marquardt', 'Chris Leben', 'Stephan Bonnar', 'Nate Quarry', 'Josh Koscheck', 'Mike Swick', 'Kenny Florian', 'Drew Fickett']","['U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","['3', '3', '3', '1', '1', '1', '2', '1']","['5:00', '5:00', '5:00', '0:42', '1:53', '0:22', '2:52', '1:35']"
442,UFC 53: Heavy Hitters,"June 04, 2005","Atlantic City, New Jersey, USA","['Andrei Arlovski vs Justin Eilers', 'Karo Parisyan vs Matt Serra', 'Rich Franklin vs Evan Tanner', 'Forrest Griffin vs Bill Mahood', 'Paul Buentello vs Kevin Jordan', 'Nate Quarry vs Shonie Carter', 'David Loiseau vs Charles McCarthy', 'Nick Diaz vs Koji Oishi']","['Andrei Arlovski', 'Karo Parisyan', 'Rich Franklin', 'Forrest Griffin', 'Paul Buentello', 'Nate Quarry', 'David Loiseau', 'Nick Diaz']","['KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['1', '3', '4', '1', '1', '1', '2', '1']","['4:10', '5:00', '3:25', '2:18', '4:00', '2:37', '2:10', '1:24']"
443,UFC 52: Couture vs Liddell 2,"April 16, 2005","Las Vegas, Nevada, USA","['Chuck Liddell vs Randy Couture', 'Renato Sobral vs Travis Wiuff', 'Matt Hughes vs Frank Trigg', 'Matt Lindland vs Travis Lutter', 'Georges St-Pierre vs Jason Miller', 'Ivan Salaverry vs Joe Riggs', 'Joe Doerksen vs Patrick Cote', 'Mike van Arsdale vs John Marsh']","['Chuck Liddell', 'Renato Sobral', 'Matt Hughes', 'Matt Lindland', 'Georges St-Pierre', 'Ivan Salaverry', 'Joe Doerksen', 'Mike van Arsdale']","['KO/TKO', 'SUB', 'SUB', 'SUB', 'U-DEC', 'SUB', 'SUB', 'U-DEC']","['1', '2', '1', '2', '3', '1', '3', '3']","['2:06', '0:24', '4:05', '3:13', '5:00', '2:42', '2:35', '5:00']"
444,The Ultimate Fighter 1 Finale,"April 09, 2005","Las Vegas, Nevada, USA","['Rich Franklin vs Ken Shamrock', 'Forrest Griffin vs Stephan Bonnar', 'Diego Sanchez vs Kenny Florian', 'Sam Hoger vs Bobby Southworth', 'Chris Leben vs Jason Thacker', 'Josh Koscheck vs Chris Sanford', 'Nate Quarry vs Lodune Sincaid', 'Mike Swick vs Alex Schoenauer', 'Alex Karalexis vs Josh Rafferty']","['Rich Franklin', 'Forrest Griffin', 'Diego Sanchez', 'Sam Hoger', 'Chris Leben', 'Josh Koscheck', 'Nate Quarry', 'Mike Swick', 'Alex Karalexis']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['1', '3', '1', '3', '1', '1', '1', '1', '1']","['2:42', '5:00', '2:49', '5:00', '1:35', '4:21', '3:17', '0:20', '1:40']"
445,UFC 51: Super Saturday,"February 05, 2005","Las Vegas, Nevada, USA","['Tito Ortiz vs Vitor Belfort', 'Pete Sell vs Phil Baroni', 'Andrei Arlovski vs Tim Sylvia', 'Evan Tanner vs David Terrell', 'Paul Buentello vs Justin Eilers', 'Mike Kyle vs James Irvin', 'David Loiseau vs Gideon Ray', 'Karo Parisyan vs Chris Lytle', 'Nick Diaz vs Drew Fickett']","['Tito Ortiz', 'Pete Sell', 'Andrei Arlovski', 'Evan Tanner', 'Paul Buentello', 'Mike Kyle', 'David Loiseau', 'Karo Parisyan', 'Nick Diaz']","['S-DEC', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO']","['3', '3', '1', '1', '1', '1', '1', '3', '1']","['5:00', '4:19', '0:47', '4:35', '3:34', '1:55', '5:00', '5:00', '4:40']"
446,UFC 50: The War Of '04,"October 22, 2004","Atlantic City, New Jersey, USA","['Tito Ortiz vs Patrick Cote', 'Rich Franklin vs Jorge Rivera', 'Matt Hughes vs Georges St-Pierre', 'Frank Trigg vs Renato Verissimo', 'Evan Tanner vs Robbie Lawler', 'Ivan Salaverry vs Tony Fryklund', 'Travis Lutter vs Marvin Eastman']","['Tito Ortiz', 'Rich Franklin', 'Matt Hughes', 'Frank Trigg', 'Evan Tanner', 'Ivan Salaverry', 'Travis Lutter']","['U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO']","['3', '3', '1', '2', '1', '1', '2']","['5:00', '4:28', '4:59', '2:11', '2:22', '1:36', '0:33']"
447,UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA","['Randy Couture vs Vitor Belfort', 'Joe Riggs vs Joe Doerksen', 'Chuck Liddell vs Vernon White', 'David Terrell vs Matt Lindland', 'Justin Eilers vs Mike Kyle', 'Chris Lytle vs Ronald Jhun', 'Karo Parisyan vs Nick Diaz', 'Yves Edwards vs Josh Thomson']","['Randy Couture', 'Joe Riggs', 'Chuck Liddell', 'David Terrell', 'Justin Eilers', 'Chris Lytle', 'Karo Parisyan', 'Yves Edwards']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO']","['3', '2', '1', '1', '1', '2', '3', '1']","['5:00', '3:39', '4:05', '0:24', '1:14', '1:17', '5:00', '4:32']"
448,UFC 48: Payback,"June 19, 2004","Las Vegas, Nevada, USA","['Ken Shamrock vs Kimo Leopoldo', 'Frank Trigg vs Dennis Hallman', 'Frank Mir vs Tim Sylvia', 'Matt Hughes vs Renato Verissimo', 'Evan Tanner vs Phil Baroni', 'Matt Serra vs Ivan Menjivar', 'Georges St-Pierre vs Jay Hieron', 'Trevor Prangley vs Curtis Stout']","['Ken Shamrock', 'Frank Trigg', 'Frank Mir', 'Matt Hughes', 'Evan Tanner', 'Matt Serra', 'Georges St-Pierre', 'Trevor Prangley']","['KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB']","['1', '1', '1', '3', '3', '3', '1', '2']","['1:26', '4:15', '0:50', '5:00', '5:00', '5:00', '1:42', '1:05']"
449,UFC 47: It's On!,"April 02, 2004","Las Vegas, Nevada, USA","['Chuck Liddell vs Tito Ortiz', 'Chris Lytle vs Tiki Ghosn', 'Yves Edwards vs Hermes Franca', 'Andrei Arlovski vs Wesley Correira', 'Nick Diaz vs Robbie Lawler', 'Mike Kyle vs Wes Sims', 'Jonathan Wiezorek vs Wade Shipp', 'Genki Sudo vs Mike Brown']","['Chuck Liddell', 'Chris Lytle', 'Yves Edwards', 'Andrei Arlovski', 'Nick Diaz', 'Mike Kyle', 'Jonathan Wiezorek', 'Genki Sudo']","['KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB']","['2', '2', '3', '2', '2', '1', '1', '1']","['0:38', '1:55', '5:00', '1:15', '1:31', '4:59', '4:40', '3:31']"
450,UFC 46: Supernatural,"January 31, 2004","Las Vegas, Nevada, USA","['Vitor Belfort vs Randy Couture', 'Renato Verissimo vs Carlos Newton', 'BJ Penn vs Matt Hughes', 'Frank Mir vs Wes Sims', 'Lee Murray vs Jorge Rivera', 'Georges St-Pierre vs Karo Parisyan', 'Josh Thomson vs Hermes Franca', 'Matt Serra vs Jeff Curran']","['Vitor Belfort', 'Renato Verissimo', 'BJ Penn', 'Frank Mir', 'Lee Murray', 'Georges St-Pierre', 'Josh Thomson', 'Matt Serra']","['KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'M-DEC', 'U-DEC']","['1', '3', '1', '2', '1', '3', '3', '3']","['0:49', '5:00', '4:39', '4:21', '1:45', '5:00', '5:00', '5:00']"
451,UFC 45: Revolution,"November 21, 2003","Uncasville, Connecticut, USA","['Matt Hughes vs Frank Trigg', 'Matt Lindland vs Falaniko Vitale', 'Wesley Correira vs David Abbott', 'Evan Tanner vs Phil Baroni', 'Robbie Lawler vs Chris Lytle', 'Pedro Rizzo vs Ricco Rodriguez', 'Keith Rockel vs Chris Liguori', 'Yves Edwards vs Nick Agallar']","['Matt Hughes', 'Matt Lindland', 'Wesley Correira', 'Evan Tanner', 'Robbie Lawler', 'Pedro Rizzo', 'Keith Rockel', 'Yves Edwards']","['SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO']","['1', '3', '1', '1', '3', '3', '1', '2']","['3:54', '4:23', '2:14', '4:42', '5:00', '5:00', '3:29', '2:14']"
452,UFC 44: Undisputed,"September 26, 2003","Las Vegas, Nevada, USA","['Randy Couture vs Tito Ortiz', 'Andrei Arlovski vs Vladimir Matyushenko', 'Tim Sylvia vs Gan McGee', 'Jorge Rivera vs David Loiseau', 'Rich Franklin vs Edwin DeWees', 'Karo Parisyan vs Dave Strasser', 'Josh Thomson vs Gerald Strebendt', 'Nick Diaz vs Jeremy Jackson', 'Hermes Franca vs Caol Uno']","['Randy Couture', 'Andrei Arlovski', 'Tim Sylvia', 'Jorge Rivera', 'Rich Franklin', 'Karo Parisyan', 'Josh Thomson', 'Nick Diaz', 'Hermes Franca']","['U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO']","['5', '1', '1', '3', '1', '1', '1', '3', '2']","['5:00', '1:59', '1:54', '5:00', '3:35', '3:52', '2:45', '2:04', '2:46']"
453,UFC 43: Meltdown,"June 06, 2003","Las Vegas, Nevada, USA","['Randy Couture vs Chuck Liddell', 'Kimo Leopoldo vs David Abbott', 'Vitor Belfort vs Marvin Eastman', 'Vernon White vs Ian Freeman', 'Frank Mir vs Wes Sims', 'Yves Edwards vs Eddie Ruiz', 'Falaniko Vitale vs Matt Lindland', 'Pedro Rizzo vs Tra Telligman']","['Randy Couture', 'Kimo Leopoldo', 'Vitor Belfort', 'Vernon White', 'Frank Mir', 'Yves Edwards', 'Falaniko Vitale', 'Pedro Rizzo']","['KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'DQ', 'U-DEC', 'KO/TKO', 'KO/TKO']","['3', '1', '1', '3', '1', '3', '1', '2']","['2:39', '1:59', '1:07', '5:00', '2:55', '5:00', '1:56', '4:24']"
454,UFC 42: Sudden Impact,"April 25, 2003","Miami, Florida, USA","['Matt Hughes vs Sean Sherk', 'Pete Spratt vs Robbie Lawler', 'Dave Strasser vs Romie Aram', 'Wesley Correira vs Sean Alvarez', 'Rich Franklin vs Evan Tanner', 'Duane Ludwig vs Genki Sudo', 'Hermes Franca vs Richard Crunkilton', 'David Loiseau vs Mark Weir']","['Matt Hughes', 'Pete Spratt', 'Dave Strasser', 'Wesley Correira', 'Rich Franklin', 'Duane Ludwig', 'Hermes Franca', 'David Loiseau']","['U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","['5', '2', '3', '2', '1', '3', '3', '1']","['5:00', '2:28', '5:00', '1:46', '2:40', '5:00', '5:00', '3:55']"
455,UFC 41: Onslaught,"February 28, 2003","Atlantic City, New Jersey, USA","['Tim Sylvia vs Ricco Rodriguez', 'Frank Mir vs David Abbott', 'BJ Penn vs Caol Uno', 'Matt Lindland vs Phil Baroni', 'Vladimir Matyushenko vs Pedro Rizzo', 'Din Thomas vs Matt Serra', 'Gan McGee vs Alexandre Dantas', 'Yves Edwards vs Rich Clementi']","['Tim Sylvia', 'Frank Mir', 'BJ Penn', 'Matt Lindland', 'Vladimir Matyushenko', 'Din Thomas', 'Gan McGee', 'Yves Edwards']","['KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB']","['1', '1', '5', '3', '3', '3', '1', '3']","['3:09', '0:46', '5:00', '5:00', '5:00', '5:00', '4:49', '4:07']"
456,UFC 40: Vendetta,"November 22, 2002","Las Vegas, Nevada, USA","['Tito Ortiz vs Ken Shamrock', 'Chuck Liddell vs Renato Sobral', 'Matt Hughes vs Gil Castillo', 'Carlos Newton vs Pete Spratt', 'Robbie Lawler vs Tiki Ghosn', 'Andrei Arlovski vs Ian Freeman', 'Vladimir Matyushenko vs Travis Wiuff', 'Phillip Miller vs Mark Weir']","['Tito Ortiz', 'Chuck Liddell', 'Matt Hughes', 'Carlos Newton', 'Robbie Lawler', 'Andrei Arlovski', 'Vladimir Matyushenko', 'Phillip Miller']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB']","['3', '1', '1', '1', '1', '1', '1', '2']","['5:00', '2:55', '5:00', '1:45', '1:29', '1:18', '4:10', '4:50']"
